subject,version,moral_wrong,moral_will,moralRT,gender,age,politics,race,timestamp,id
A1FUQIDCR4U4QQ,experiment3_replication_real,-1,-1,-1,Male,53,-1,White,2021-12-22 14:56:12,874
A12RF9L2BN8B5W,experiment3_replication_real,-1,-1,-1,Male,39,-1,White,2021-12-22 14:56:12,875
A39FJ7RWX4B9J,experiment3_replication_real,-1,-1,-1,Female,43,-1,White,2021-12-22 14:56:32,876
AJQGWGESKQT4Y,experiment3_replication_real,-1,-1,-1,Male,45,-1,White,2021-12-22 14:56:42,877
A2KMHUYFMCXRJ9,experiment3_replication_real,-1,-1,-1,Male,39,-1,White,2021-12-22 14:56:55,878
A2BO1Y69XEXKSL,experiment3_replication_real,-1,-1,-1,Female,32,-1,White,2021-12-22 14:56:59,879
A2078XQX9ZSWBC,experiment3_replication_real,-1,-1,-1,Male,42,-1,White,2021-12-22 14:57:00,880
A3R55C67WKDZKO,experiment3_replication_real,-1,-1,-1,Female,64,-1,White,2021-12-22 14:57:19,881
A38IZLCH8VYVFK,experiment3_replication_real,-1,-1,-1,Male,47,-1,White,2021-12-22 14:57:21,882
A3H4B9BMSFGXWG,experiment3_replication_real,-1,-1,-1,Male,42,-1,White,2021-12-22 14:57:55,883
A3GO51V2J3BBCT,experiment3_replication_real,-1,-1,-1,Female,32,-1,White,2021-12-22 14:57:59,884
AVKMFV9CZ0MLR,experiment3_replication_real,-1,-1,-1,Male,71,-1,White,2021-12-22 14:58:15,885
AYXN53TNFG71P,experiment3_replication_real,-1,-1,-1,Female,70,-1,White,2021-12-22 14:58:31,886
A1KZ0KE93WNN5O,experiment3_replication_real,-1,-1,-1,Female,54,-1,White,2021-12-22 14:58:46,887
A2A9FMATFZABXC,experiment3_replication_real,-1,-1,-1,Male,23,-1,Black or African American,2021-12-22 14:58:49,888
A3CFNUD7VR2E1E,experiment3_replication_real,-1,-1,-1,Female,36,-1,White,2021-12-22 14:59:03,889
A11DJHOJ5CEV4A,experiment3_replication_real,-1,-1,-1,Female,35,-1,Black or African American,2021-12-22 14:59:28,890
A203KZ01LO7120,experiment3_replication_real,-1,-1,-1,Male,33,-1,White,2021-12-22 15:00:31,891
A1LR7DP7OLTN22,experiment3_replication_real,-1,-1,-1,Male,41,-1,White,2021-12-22 15:00:58,892
AOJD8D9NXVAR3,experiment3_replication_real,-1,-1,-1,Female,74,-1,White,2021-12-22 15:01:25,893
A15F2JTVAJXITI,experiment3_replication_real,-1,-1,-1,Female,43,-1,White,2021-12-22 15:01:42,894
A2HXAA4WF7IVYG,experiment3_replication_real,-1,-1,-1,Female,36,-1,White,2021-12-22 15:01:46,895
A30AGR5KF8IEL,experiment3_replication_real,-1,-1,-1,Female,53,-1,White,2021-12-22 15:02:08,896
AJ8YRFXUNYNIH,experiment3_replication_real,-1,-1,-1,Female,63,-1,White,2021-12-22 15:02:10,897
A1LRJ2MQD4AMES,experiment3_replication_real,-1,-1,-1,Male,38,-1,White,2021-12-22 15:02:58,898
A1S56RBP0Q3BT,experiment3_replication_real,-1,-1,-1,Male,55,-1,White,2021-12-22 15:03:02,899
A1C8FN01981A69,experiment3_replication_real,-1,-1,-1,Male,40,-1,White,2021-12-22 15:03:09,900
A2BGRGVU9HG0C6,experiment3_replication_real,-1,-1,-1,Male,47,-1,Black or African American,2021-12-22 15:03:40,901
A35TUIBF05DKM4,experiment3_replication_real,-1,-1,-1,Male,29,-1,White,2021-12-22 15:04:06,902
A80X2FTFDSR19,experiment3_replication_real,-1,-1,-1,Female,29,-1,Other,2021-12-22 15:04:16,903
AP9WIQ4P78XLH,experiment3_replication_real,-1,-1,-1,Male,50,-1,White,2021-12-22 15:04:47,904
A36HFMF9Z4BGS8,experiment3_replication_real,-1,-1,-1,Male,58,-1,White,2021-12-22 15:05:10,905
A387QR9H4L2IHO,experiment3_replication_real,-1,-1,-1,Male,43,-1,White,2021-12-22 15:05:43,906
AVBLMDK750VFG,experiment3_replication_real,-1,-1,-1,Female,43,-1,Black or African American,2021-12-22 15:05:52,907
AQ53YJDPDDLZ,experiment3_replication_real,-1,-1,-1,Male,41,-1,Asian,2021-12-22 15:06:39,908
A3RN5GD583FY4K,experiment3_replication_real,-1,-1,-1,Male,41,-1,White,2021-12-22 15:07:24,909
A3EYRDEQ7CXUMN,experiment3_replication_real,-1,-1,-1,Male,51,-1,Other,2021-12-22 15:07:31,910
AZFBQWB2VSG5D,experiment3_replication_real,-1,-1,-1,Female,29,-1,White,2021-12-22 15:08:01,911
A1UZ91EFSJFUM8,experiment3_replication_real,-1,-1,-1,Female,44,-1,White,2021-12-22 15:08:04,912
A10Z9NV22LNS5A,experiment3_replication_real,-1,-1,-1,Female,44,-1,White,2021-12-22 15:08:07,913
A1G6F1HWIS2K2K,experiment3_replication_real,-1,-1,-1,Female,53,-1,White,2021-12-22 15:09:25,914
A2JJIYN79SQWT7,experiment3_replication_real,-1,-1,-1,Female,53,-1,Black or African American,2021-12-22 15:10:07,915
A2137K4XEU12TI,experiment3_replication_real,-1,-1,-1,Female,46,-1,White,2021-12-22 15:10:23,916
A225BMTMXUR5F4\n,experiment3_replication_real,-1,-1,-1,Female,52,-1,White,2021-12-22 15:10:28,917
A2WZTMXWD20NYE,experiment3_replication_real,-1,-1,-1,Male,42,-1,"Hispanic, Latinx, or Spanish origin",2021-12-22 15:10:40,918
A1UXSPA640D4HZ,experiment3_replication_real,-1,-1,-1,Female,36,-1,White,2021-12-22 15:10:46,919
AFJFYJZ849YOZ,experiment3_replication_real,-1,-1,-1,Female,22,-1,White,2021-12-22 15:11:09,920
A34FFFROPR98NA,experiment3_replication_real,-1,-1,-1,Female,41,-1,White,2021-12-22 15:11:37,921
A2D98V3ZYWDMJO,experiment3_replication_real,-1,-1,-1,Male,58,-1,White,2021-12-22 15:12:13,922
A2BL6ZVUM0B9C8,experiment3_replication_real,-1,-1,-1,Male,52,-1,White,2021-12-22 15:12:16,923
A1JGZD9FUDYJ30,experiment3_replication_real,-1,-1,-1,Male,38,-1,White,2021-12-22 15:15:24,924
AXKVHJHF1EOVT,experiment3_replication_real,-1,-1,-1,Male,43,-1,White,2021-12-22 15:17:06,925
A1QMJNJ5FGC09,experiment3_replication_real,-1,-1,-1,Male,23,-1,Black or African American,2021-12-22 15:19:01,926
A3M8O363B3IAKE,experiment3_replication_real,-1,-1,-1,Male,47,-1,Other,2021-12-22 15:19:49,927
A2I9PUZT19ZBO8,experiment3_replication_real,-1,-1,-1,Male,33,-1,White,2021-12-22 15:21:17,928
A18WSAKX5YN2FB,experiment3_replication_real,-1,-1,-1,Female,43,-1,Other,2021-12-22 15:21:37,929
A3OPRR8AXT6OSJ,experiment3_replication_real,-1,-1,-1,Male,53,-1,White,2021-12-22 15:21:48,930
A1EQ60VAICF0S7,experiment3_replication_real,-1,-1,-1,Male,40,-1,White,2021-12-22 15:22:02,931
ARJ8XLYXTWNE,experiment3_replication_real,-1,-1,-1,Female,30,-1,Black or African American,2021-12-22 15:22:23,932
ASK6BGTYY8SV1,experiment3_replication_real,-1,-1,-1,Female,41,-1,White,2021-12-22 15:22:25,933
A4HNS81WU3KY1,experiment3_replication_real,-1,-1,-1,Female,37,-1,White,2021-12-22 15:23:11,934
ATM16ZFO5CVKQ,experiment3_replication_real,-1,-1,-1,Female,20,-1,Black or African American,2021-12-22 15:24:50,935
A31Y2UA2LPDSWZ,experiment3_replication_real,-1,-1,-1,Male,59,-1,White,2021-12-22 15:25:09,936
A20ASMCESA51U4,experiment3_replication_real,-1,-1,-1,Male,59,-1,White,2021-12-22 15:25:12,937
A3QUWIT972BYUH,experiment3_replication_real,-1,-1,-1,Female,57,-1,White,2021-12-22 15:26:12,938
A1IZ4NX41GKU4X,experiment3_replication_real,-1,-1,-1,Male,29,-1,"Hispanic, Latinx, or Spanish origin",2021-12-22 15:26:30,939
A37JE78044N1C1,experiment3_replication_real,-1,-1,-1,Male,30,-1,White,2021-12-22 15:26:30,940
A1ILD5BPLI8X1P,experiment3_replication_real,-1,-1,-1,Male,26,-1,White,2021-12-22 15:27:38,941
A1BZNPQ0H7ZSER,experiment3_replication_real,-1,-1,-1,Male,39,-1,White,2021-12-22 15:27:52,942
A1V8FJHR0XVNCV,experiment3_replication_real,-1,-1,-1,Female,31,-1,Native Hawaiian or Other Pacific Islander,2021-12-22 15:28:35,943
AE8SP12FT4ZSP,experiment3_replication_real,-1,-1,-1,Female,30,-1,White,2021-12-22 15:29:21,944
A15IQJIXHKF85,experiment3_replication_real,-1,-1,-1,Female,38,-1,White,2021-12-22 15:30:02,945
A8MNBLIV99SXV,experiment3_replication_real,-1,-1,-1,Female,48,-1,Black or African American,2021-12-22 15:30:22,946
A1UBV2NP7OVDVV,experiment3_replication_real,-1,-1,-1,Male,40,-1,White,2021-12-22 15:30:47,947
A3FXVNZ5VG98IP,experiment3_replication_real,-1,-1,-1,Male,42,-1,White,2021-12-22 15:30:55,948
A66YRRA681560,experiment3_replication_real,-1,-1,-1,Male,33,-1,White,2021-12-22 15:32:04,949
AY7WPVKHVNBLG,experiment3_replication_real,-1,-1,-1,Female,49,-1,White,2021-12-22 15:32:08,950
A26ZENZ5G8AEGM,experiment3_replication_real,-1,-1,-1,Female,62,-1,White,2021-12-22 15:32:17,951
A2E2UARVOVDR9Y,experiment3_replication_real,-1,-1,-1,Male,37,-1,White,2021-12-22 15:33:09,952
A25L985XCNESXE,experiment3_replication_real,-1,-1,-1,Female,53,-1,White,2021-12-22 15:33:50,953
A1M2KOUMT605QW,experiment3_replication_real,-1,-1,-1,Female,50,-1,White,2021-12-22 15:35:32,954
A1EX655HLB0NS4,experiment3_replication_real,-1,-1,-1,Male,47,-1,White,2021-12-22 15:35:38,955
AI6TD8PM938FQ,experiment3_replication_real,-1,-1,-1,Male,31,-1,"Hispanic, Latinx, or Spanish origin",2021-12-22 15:36:13,956
AVMSKBK9JWV0M,experiment3_replication_real,-1,-1,-1,Male,52,-1,White,2021-12-22 15:37:21,957
AADRZTXSE7211,experiment3_replication_real,-1,-1,-1,Male,47,-1,Asian,2021-12-22 15:38:00,958
A1DWSHGZGK8X0K,experiment3_replication_real,-1,-1,-1,Female,47,-1,White,2021-12-22 15:38:22,959
A1OUBPOCEOG55N,experiment3_replication_real,-1,-1,-1,Female,60,-1,White,2021-12-22 15:39:49,960
A3BTK49X4ITNXJ,experiment3_replication_real,-1,-1,-1,Female,37,-1,White,2021-12-22 15:41:31,961
A26WVAVVE1RM47,experiment3_replication_real,-1,-1,-1,Female,27,-1,White,2021-12-22 15:42:26,962
ATKNH6OR2G11O,experiment3_replication_real,-1,-1,-1,Female,33,-1,White,2021-12-22 15:42:42,963
AW1QY7Q83DYCJ,experiment3_replication_real,-1,-1,-1,Male,49,-1,White,2021-12-22 15:44:20,964
A3MELYYGRJ61SX,experiment3_replication_real,-1,-1,-1,Female,59,-1,White,2021-12-22 15:44:34,965
A1OKMU27HBN9T3,experiment3_replication_real,-1,-1,-1,Female,49,-1,White,2021-12-22 15:45:49,966
A3HNEYFOIJWPH1,experiment3_replication_real,-1,-1,-1,Male,38,-1,White,2021-12-22 15:45:59,967
A1U8ZC4THEZXR1,experiment3_replication_real,-1,-1,-1,Female,27,-1,White,2021-12-22 15:46:16,968
AOTSROWZG1XS1,experiment3_replication_real,-1,-1,-1,Male,45,-1,White,2021-12-22 15:46:18,969
A1R3S4GZ4P7FBO,experiment3_replication_real,-1,-1,-1,Male,38,-1,White,2021-12-22 15:47:03,970
A2C84POENS2UNY,experiment3_replication_real,-1,-1,-1,Female,41,-1,White,2021-12-22 15:48:53,971
A10M63DSIGIEDI,experiment3_replication_real,-1,-1,-1,Male,24,-1,White,2021-12-22 15:50:00,972
A38KHY10NNFR7Z,experiment3_replication_real,-1,-1,-1,Female,36,-1,Middle Eastern or North African,2021-12-22 15:50:51,973
A6U2C66WQ7QQN,experiment3_replication_real,-1,-1,-1,Female,40,-1,"Hispanic, Latinx, or Spanish origin",2021-12-22 15:51:32,974
A25X755IRWK2U5,experiment3_replication_real,-1,-1,-1,Female,39,-1,White,2021-12-22 15:53:49,975
A1XRWOK00HK1J4,experiment3_replication_real,-1,-1,-1,Female,40,-1,White,2021-12-22 15:56:55,976
ANAH6AKNR5WSA,experiment3_replication_real,-1,-1,-1,Male,32,-1,White,2021-12-22 15:57:18,977
A1R2VTQSLGLMM9,experiment3_replication_real,-1,-1,-1,Male,58,-1,White,2021-12-22 15:57:24,978
AEQT4MJIZFCZ4,experiment3_replication_real,-1,-1,-1,Female,59,-1,White,2021-12-22 15:57:26,979
A2L8BI5CRPR5WP,experiment3_replication_real,-1,-1,-1,Male,24,-1,White,2021-12-22 15:57:47,980
A29HNN7SWL3N31,experiment3_replication_real,-1,-1,-1,Female,36,-1,White,2021-12-22 15:58:22,981
A35S5YV2XL971J,experiment3_replication_real,-1,-1,-1,Male,24,-1,White,2021-12-22 15:59:23,982
A3UQ5DF8VVD975,experiment3_replication_real,-1,-1,-1,Male,42,-1,White,2021-12-22 16:00:07,983
A2K0L9M1ZZO5C9,experiment3_replication_real,-1,-1,-1,Female,43,-1,White,2021-12-22 16:03:07,984
A23G1L7KYHK9F2,experiment3_replication_real,-1,-1,-1,Male,38,-1,"Hispanic, Latinx, or Spanish origin",2021-12-22 16:03:08,985
A1K4FKVCBTX1RN,experiment3_replication_real,-1,-1,-1,Male,31,-1,Black or African American,2021-12-22 16:03:09,986
A106MX66IVHW6T,experiment3_replication_real,-1,-1,-1,Male,41,-1,White,2021-12-22 16:03:15,987
A1F1OZ54G177D8,experiment3_replication_real,-1,-1,-1,Male,48,-1,White,2021-12-22 16:05:22,988
AGT9MCZWXR88C,experiment3_replication_real,-1,-1,-1,Male,59,-1,White,2021-12-22 16:05:26,989
A27PVIL93ZMY46,experiment3_replication_real,-1,-1,-1,Female,42,-1,White,2021-12-22 16:05:32,990
A2ICGX21IQ48M9,experiment3_replication_real,-1,-1,-1,Female,30,-1,White,2021-12-22 16:06:58,991
A2H1QUGX0SOUMH,experiment3_replication_real,-1,-1,-1,Male,71,-1,White,2021-12-22 16:07:59,992
A1KPSS6Z35MDC,experiment3_replication_real,-1,-1,-1,Male,44,-1,Black or African American,2021-12-22 16:09:41,993
AS4NIEQJWCG3M,experiment3_replication_real,-1,-1,-1,Female,33,-1,White,2021-12-22 16:11:03,994
AJQ71YIGY01HZ,experiment3_replication_real,-1,-1,-1,Female,34,-1,White,2021-12-22 16:11:28,995
ABBP9JASL9AGK,experiment3_replication_real,-1,-1,-1,Female,31,-1,White,2021-12-22 16:17:11,996
AL36KBFL3ORCD,experiment3_replication_real,-1,-1,-1,Female,29,-1,White,2021-12-22 16:19:56,997
A22WWSTT8TU7G1,experiment3_replication_real,-1,-1,-1,Female,39,-1,White,2021-12-22 16:21:30,998
A3DW6KSQPG6GVQ,experiment3_replication_real,-1,-1,-1,Female,33,-1,Black or African American,2021-12-22 16:24:47,999
A2EIQYUSCVZTML,experiment3_replication_real,-1,-1,-1,Female,49,-1,White,2021-12-22 16:26:16,1000
A2TZAXWOB3JMNV,experiment3_replication_real,-1,-1,-1,Female,48,-1,White,2021-12-22 16:30:09,1001
A3APMO8WXVH1V0,experiment3_replication_real,-1,-1,-1,Female,30,-1,White,2021-12-22 16:33:59,1002
A1PTX4IB9R34LI,experiment3_replication_real,-1,-1,-1,Male,40,-1,White,2021-12-22 16:35:02,1003
A2MQMMCVZJTFL2,experiment3_replication_real,-1,-1,-1,Female,50,-1,White,2021-12-22 16:35:03,1004
A2A7SNW66I2ZZT,experiment3_replication_real,-1,-1,-1,Female,27,-1,Black or African American,2021-12-22 16:37:24,1005
A1JVZ2MVPSFZA,experiment3_replication_real,-1,-1,-1,Female,52,-1,White,2021-12-22 16:37:58,1006
A2TL53L560W89V,experiment3_replication_real,-1,-1,-1,Male,64,-1,White,2021-12-22 16:39:49,1007
A3R1L6ID6NE0LU,experiment3_replication_real,-1,-1,-1,Female,34,-1,White,2021-12-22 16:45:00,1008
A1B179AI3LZKWS,experiment3_replication_real,-1,-1,-1,Female,60,-1,White,2021-12-22 16:45:30,1009
ARQ7R97434PM2,experiment3_replication_real,-1,-1,-1,Male,34,-1,White,2021-12-22 16:48:39,1010
A1G3TBNF8L2W7A,experiment3_replication_real,-1,-1,-1,Female,30,-1,White,2021-12-22 16:48:45,1011
A2O8I5KDFW41DO,experiment3_replication_real,-1,-1,-1,Male,42,-1,Asian,2021-12-22 16:49:18,1012
A3IDG9C18BCATK,experiment3_replication_real,-1,-1,-1,Male,32,-1,White,2021-12-22 16:50:51,1013
AV7A20KYBTQHL,experiment3_replication_real,-1,-1,-1,Female,64,-1,White,2021-12-22 16:53:35,1014
A34S4MNB9TTJS9,experiment3_replication_real,-1,-1,-1,Female,42,-1,"Hispanic, Latinx, or Spanish origin",2021-12-22 16:54:10,1015
A35OWV8U5NMY15,experiment3_replication_real,-1,-1,-1,Female,63,-1,White,2021-12-22 16:55:08,1016
AVQGY7FCU80XP,experiment3_replication_real,-1,-1,-1,Male,45,-1,Black or African American,2021-12-22 16:55:25,1017
A17FYMZVQ56MGG,experiment3_replication_real,-1,-1,-1,Female,52,-1,Other,2021-12-22 16:57:02,1018
A4LG89UTZF0AG,experiment3_replication_real,-1,-1,-1,Female,34,-1,White,2021-12-22 16:59:30,1019
A3BWB2PMOZY5MP,experiment3_replication_real,-1,-1,-1,Female,37,-1,"Hispanic, Latinx, or Spanish origin",2021-12-22 17:00:25,1020
A1M3KGD9H8RTBH,experiment3_replication_real,-1,-1,-1,Female,51,-1,White,2021-12-22 17:03:09,1021
A38K45F4I17TKB,experiment3_replication_real,-1,-1,-1,Female,35,-1,White,2021-12-22 17:03:37,1022
A36PRTZFECB76C,experiment3_replication_real,-1,-1,-1,Female,69,-1,White,2021-12-22 17:03:51,1023
A25ZG6BQSEKMBE,experiment3_replication_real,-1,-1,-1,Female,33,-1,White,2021-12-22 17:04:09,1024
AC3KUH19IYLOM,experiment3_replication_real,-1,-1,-1,Female,50,-1,White,2021-12-22 17:07:32,1025
A1QCUR2Z75LS5N,experiment3_replication_real,-1,-1,-1,Female,31,-1,"Hispanic, Latinx, or Spanish origin",2021-12-22 17:07:37,1026
A3R0QO6884CV1P,experiment3_replication_real,-1,-1,-1,Male,54,-1,Black or African American,2021-12-22 17:08:22,1027
A292TFDMNVS0TP,experiment3_replication_real,-1,-1,-1,Female,49,-1,Asian,2021-12-22 17:08:25,1028
A2KULPQLIRYC9D,experiment3_replication_real,-1,-1,-1,Male,50,-1,White,2021-12-22 17:13:55,1029
A27VK38SRSSHV3,experiment3_replication_real,-1,-1,-1,Female,33,-1,Asian,2021-12-22 17:14:09,1030
A3IO4P2AU6NA18,experiment3_replication_real,-1,-1,-1,Male,57,-1,Prefer not to say,2021-12-22 17:14:34,1031
AE63GABJL0FGJ,experiment3_replication_real,-1,-1,-1,Female,28,-1,White,2021-12-22 17:21:53,1032
A33XAJW8WGY3O9,experiment3_replication_real,-1,-1,-1,Male,32,-1,Black or African American,2021-12-22 17:22:29,1033
A314XJY8V1YL12,experiment3_replication_real,-1,-1,-1,Female,49,-1,White,2021-12-22 17:24:31,1034
A3ATU3VULAB7K2,experiment3_replication_real,-1,-1,-1,Male,30,-1,Asian,2021-12-22 17:26:58,1035
A1NLW5ZS2WQR35,experiment3_replication_real,-1,-1,-1,Female,56,-1,White,2021-12-22 17:28:21,1036
A1KK9SJUQRAH,experiment3_replication_real,-1,-1,-1,Male,35,-1,White,2021-12-22 17:28:55,1037
AXYC1MB6XJ978,experiment3_replication_real,-1,-1,-1,Female,29,-1,White,2021-12-22 17:36:44,1038
A2XRYF0L5ACD2E,experiment3_replication_real,-1,-1,-1,Male,73,-1,White,2021-12-22 17:39:55,1039
A5DZDONM2Y082,experiment3_replication_real,-1,-1,-1,Female,41,-1,White,2021-12-22 17:50:41,1040
A25FJAJGTWFMP,experiment3_replication_real,-1,-1,-1,Female,64,-1,White,2021-12-22 17:57:48,1041
A1B9H14AV44C0G,experiment3_replication_real,-1,-1,-1,Female,48,-1,Black or African American,2021-12-22 18:03:30,1042
A1AO1LLP3INAZF,experiment3_replication_real,-1,-1,-1,Female,35,-1,"Hispanic, Latinx, or Spanish origin",2021-12-22 18:08:24,1043
A25AYMSZNDW1VJ,experiment3_replication_real,-1,-1,-1,Male,35,-1,Black or African American,2021-12-22 18:11:13,1044
A17FGZ1I5P9RZA,experiment3_replication_real,-1,-1,-1,Female,53,-1,White,2021-12-22 18:14:44,1045
A20FCMWP43CVIU,experiment3_replication_real,-1,-1,-1,Female,34,-1,Prefer not to say,2021-12-22 18:20:17,1046
ANUA9X7BFPTR8,experiment3_replication_real,-1,-1,-1,Female,31,-1,White,2021-12-22 18:25:54,1047
A5TI9UQEPLNWI,experiment3_replication_real,-1,-1,-1,Male,47,-1,White,2021-12-22 18:26:30,1048
AK2XJWYN3PF2V,experiment3_replication_real,-1,-1,-1,Male,37,-1,White,2021-12-22 18:36:58,1049
A2GSLJEIPG3QD9,experiment3_replication_real,-1,-1,-1,Male,43,-1,White,2021-12-22 18:47:41,1050
A1YBJN6WT3X8B5,experiment3_replication_real,-1,-1,-1,Male,38,-1,White,2021-12-22 18:48:04,1051
A2I8YALVTOJN49,experiment3_replication_real,-1,-1,-1,Female,40,-1,White,2021-12-22 18:50:06,1052
A31A1PVXLJBISZ,experiment3_replication_real,-1,-1,-1,Male,32,-1,Black or African American,2021-12-22 18:52:57,1053
AOSO1D81K0ET0,experiment3_replication_real,-1,-1,-1,Male,64,-1,White,2021-12-22 18:53:03,1054
A3N66DKF3VNB9X,experiment3_replication_real,-1,-1,-1,Male,32,-1,White,2021-12-22 19:02:20,1055
A1WBAYE0MV31QX,experiment3_replication_real,-1,-1,-1,Male,35,-1,White,2021-12-22 19:03:48,1056
A3G1HG9Q8M4UI5,experiment3_replication_real,-1,-1,-1,Female,45,-1,Asian,2021-12-22 19:03:59,1057
A118AEVQ81QLG0,experiment3_replication_real,-1,-1,-1,Female,27,-1,White,2021-12-22 19:25:39,1058
A1G5EPLJEGL381,experiment3_replication_real,-1,-1,-1,Female,31,-1,Other,2021-12-22 19:29:54,1059
ADY44EV3GCW85,experiment3_replication_real,-1,-1,-1,Male,64,-1,White,2021-12-22 19:34:46,1060
A1CHU9J9YU9CS8,experiment3_replication_real,-1,-1,-1,Male,53,-1,Asian,2021-12-22 19:41:08,1061
AEOVYZ83Q3GX4,experiment3_replication_real,-1,-1,-1,Male,33,-1,White,2021-12-22 19:44:46,1062
A15Y215D57OSO5,experiment3_replication_real,-1,-1,-1,Male,33,-1,White,2021-12-22 19:44:47,1063
A3EUGO4VR2N4G1,experiment3_replication_real,-1,-1,-1,Male,30,-1,White,2021-12-22 20:05:43,1064
A3AH7A3EEODR5,experiment3_replication_real,-1,-1,-1,Male,31,-1,White,2021-12-22 21:10:13,1065
A3N5RLYH05PY8L,experiment3_replication_real,-1,-1,-1,Female,47,-1,White,2021-12-22 21:32:46,1066
A302KOFOYLD89A,experiment3_replication_real,-1,-1,-1,Female,44,-1,White,2021-12-22 22:32:11,1067
A1QC1K71RGKZBI,experiment3_replication_real,-1,-1,-1,Female,71,-1,White,2021-12-22 22:33:48,1068
A3JZNUBAIASMKA,experiment3_replication_real,-1,-1,-1,Male,32,-1,White,2021-12-22 22:38:58,1069
A2WBGRTWOXDE6M,experiment3_replication_real,-1,-1,-1,Female,36,-1,White,2021-12-22 23:24:57,1070
A1CY7IOJ9YH136,experiment3_replication_real,-1,-1,-1,Female,52,-1,White,2021-12-23 02:47:39,1071
